intent,subject,question,answer
general,general,what college do you go to?,i go to pasadena city college.
general,general,i go to pasadena city college.,do you like it?
general,general,do you like it?,"oh, yes, i really like it."
general,general,"oh, yes, i really like it.",why do you like it?
general,general,why do you like it?,because it has great teachers.
general,general,because it has great teachers.,what else?
general,general,what else?,"i like all my classmates, too."
general,general,"i like all my classmates, too.",anything else?
general,general,anything else?,yes. it's not expensive!
general,general,i lost my new pen.,where did you lose it?
general,general,where did you lose it?,i don't know.
general,general,i don't know.,when did you lose it?
general,general,when did you lose it?,i think i lost it today. i used it yesterday.
general,general,i think i lost it today. i used it yesterday.,did you check all your pockets?
general,general,did you check all your pockets?,i checked all my pockets.
general,general,i checked all my pockets.,did you look in your desk?
general,general,did you look in your desk?,"yes. it isn't there, either."
general,general,"yes. it isn't there, either.",it's probably around somewhere.
general,general,it's probably around somewhere.,"oh, well, it only cost me a dollar."
general,general,"oh, well, it only cost me a dollar.",only a dollar? don't even look for it.
general,general,gravity is very important.,what is gravity?
general,general,what is gravity?,it's the force that pulls everything down.
general,general,it's the force that pulls everything down.,i don't understand.
general,general,i don't understand.,"if you pour water into a glass, the water goes down into the glass."
general,general,"if you pour water into a glass, the water goes down into the glass.",of course it does.
general,general,of course it does.,"without gravity, the water would go up."
general,general,"without gravity, the water would go up.",you're joking.
general,general,you're joking.,"without gravity, you would go up."
general,general,"without gravity, you would go up.",what do you mean?
general,general,what do you mean?,you would float into the sky like a balloon.
general,general,you would float into the sky like a balloon.,that would be fun!
general,general,i can't read my book.,turn on the light.
general,general,turn on the light.,the light is on.
general,general,the light is on.,open the book.
general,general,open the book.,the book is open.
general,general,the book is open.,see an eye doctor.
general,general,see an eye doctor.,that's what i need to do.
general,general,that's what i need to do.,he'll give you a prescription for glasses.
general,general,he'll give you a prescription for glasses.,i'll make an appointment tomorrow.
general,general,i'll make an appointment tomorrow.,i'll get the yellow pages for an eye doctor.
general,general,i'll get the yellow pages for an eye doctor.,read the phone number to me.
general,general,read the phone number to me.,"i'll read it very loud, in case your hearing is getting bad, too."
general,general,what do you need for school?,i need pencils.
general,general,i need pencils.,anything else?
general,general,anything else?,i need a notebook.
general,general,i need a notebook.,do you need a pen?
general,general,do you need a pen?,no. i already have a pen.
general,general,no. i already have a pen.,do you need a calculator?
general,general,do you need a calculator?,no. the teacher doesn't permit calculators.
